vendor_id,week_start_date,vendor_name,vendor_type,sla_target_hours,request_volume,actual_avg_hours,breach_flag,sla_compliance_pct
VEN0001,2024-05-13,Preferred Service Vendor 001,Strategic,24,4903,16.71,0,1.0
VEN0001,2024-05-20,Preferred Service Vendor 001,Strategic,24,4885,21.33,0,1.0
VEN0001,2024-05-27,Preferred Service Vendor 001,Strategic,24,3823,35.47,1,0.4265
VEN0001,2024-06-03,Preferred Service Vendor 001,Strategic,24,5114,27.69,1,0.8155
VEN0001,2024-06-10,Preferred Service Vendor 001,Strategic,24,5481,32.27,1,0.5865
VEN0001,2024-06-17,Preferred Service Vendor 001,Strategic,24,5227,31.99,1,0.6005
VEN0001,2024-06-24,Preferred Service Vendor 001,Strategic,24,3139,28.02,1,0.799
VEN0001,2024-07-01,Preferred Service Vendor 001,Strategic,24,4528,17.37,0,1.0
VEN0001,2024-07-08,Preferred Service Vendor 001,Strategic,24,3704,27.22,1,0.839
VEN0001,2024-07-15,Preferred Service Vendor 001,Strategic,24,4628,21.76,0,1.0
VEN0001,2024-07-22,Preferred Service Vendor 001,Strategic,24,4394,27.03,1,0.8485
VEN0001,2024-07-29,Preferred Service Vendor 001,Strategic,24,4819,28.93,1,0.7535
VEN0001,2024-08-05,Preferred Service Vendor 001,Strategic,24,5393,33.11,1,0.5445
VEN0001,2024-08-12,Preferred Service Vendor 001,Strategic,24,3096,26.19,1,0.8905
VEN0001,2024-08-19,Preferred Service Vendor 001,Strategic,24,3633,23.28,0,1.0
VEN0001,2024-08-26,Preferred Service Vendor 001,Strategic,24,3188,31.14,1,0.643
VEN0001,2024-09-02,Preferred Service Vendor 001,Strategic,24,1720,34.91,1,0.4545
VEN0001,2024-09-09,Preferred Service Vendor 001,Strategic,24,4385,30.98,1,0.651
VEN0001,2024-09-16,Preferred Service Vendor 001,Strategic,24,4097,14.32,0,1.0
VEN0001,2024-09-23,Preferred Service Vendor 001,Strategic,24,3581,16.64,0,1.0
VEN0001,2024-09-30,Preferred Service Vendor 001,Strategic,24,3410,36.23,1,0.3885
VEN0001,2024-10-07,Preferred Service Vendor 001,Strategic,24,3679,19.02,0,1.0
VEN0001,2024-10-14,Preferred Service Vendor 001,Strategic,24,5982,32.23,1,0.5885
VEN0001,2024-10-21,Preferred Service Vendor 001,Strategic,24,4483,23.24,0,1.0
VEN0001,2024-10-28,Preferred Service Vendor 001,Strategic,24,6249,18.18,0,1.0
VEN0001,2024-11-04,Preferred Service Vendor 001,Strategic,24,4062,34.43,1,0.4785
VEN0001,2024-11-11,Preferred Service Vendor 001,Strategic,24,3293,34.67,1,0.4665
VEN0001,2024-11-18,Preferred Service Vendor 001,Strategic,24,5261,26.34,1,0.883
VEN0001,2024-11-25,Preferred Service Vendor 001,Strategic,24,4970,25.27,1,0.9365
VEN0001,2024-12-02,Preferred Service Vendor 001,Strategic,24,4345,33.35,1,0.5325
VEN0001,2024-12-09,Preferred Service Vendor 001,Strategic,24,6260,16.08,0,1.0
VEN0001,2024-12-16,Preferred Service Vendor 001,Strategic,24,4669,36.83,1,0.3585
VEN0001,2024-12-23,Preferred Service Vendor 001,Strategic,24,3642,27.35,1,0.8325
VEN0001,2024-12-30,Preferred Service Vendor 001,Strategic,24,2873,18.67,0,1.0
VEN0002,2023-01-02,Preferred Service Vendor 002,Standard,2,4049,2.92,1,0.954
VEN0002,2023-01-09,Preferred Service Vendor 002,Standard,2,5706,3.62,1,0.919
VEN0002,2023-01-16,Preferred Service Vendor 002,Standard,2,5617,1.72,0,1.0
VEN0002,2023-01-23,Preferred Service Vendor 002,Standard,2,4286,1.92,0,1.0
VEN0002,2023-01-30,Preferred Service Vendor 002,Standard,2,3123,1.52,0,1.0
VEN0002,2023-02-06,Preferred Service Vendor 002,Standard,2,4520,1.81,0,1.0
VEN0002,2023-02-13,Preferred Service Vendor 002,Standard,2,4988,2.32,1,0.984
VEN0002,2023-02-20,Preferred Service Vendor 002,Standard,2,4811,2.08,1,0.996
VEN0002,2023-02-27,Preferred Service Vendor 002,Standard,2,3886,2.35,1,0.9825
VEN0002,2023-03-06,Preferred Service Vendor 002,Standard,2,4199,1.43,0,1.0
VEN0002,2023-03-13,Preferred Service Vendor 002,Standard,2,4858,0.5,0,1.0
VEN0002,2023-03-20,Preferred Service Vendor 002,Standard,2,5045,3.41,1,0.9295
VEN0002,2023-03-27,Preferred Service Vendor 002,Standard,2,4290,1.99,0,1.0
VEN0002,2023-04-03,Preferred Service Vendor 002,Standard,2,5712,2.29,1,0.9855
VEN0002,2023-04-10,Preferred Service Vendor 002,Standard,2,4665,0.84,0,1.0
VEN0002,2023-04-17,Preferred Service Vendor 002,Standard,2,5445,1.55,0,1.0
VEN0002,2023-04-24,Preferred Service Vendor 002,Standard,2,4952,4.1,1,0.895
VEN0002,2023-05-01,Preferred Service Vendor 002,Standard,2,4683,0.84,0,1.0
VEN0002,2023-05-08,Preferred Service Vendor 002,Standard,2,2280,2.72,1,0.964
VEN0002,2023-05-15,Preferred Service Vendor 002,Standard,2,4396,3.86,1,0.907
VEN0002,2023-05-22,Preferred Service Vendor 002,Standard,2,4986,2.32,1,0.984
VEN0002,2023-05-29,Preferred Service Vendor 002,Standard,2,4791,2.05,1,0.9975
VEN0002,2023-06-05,Preferred Service Vendor 002,Standard,2,4489,3.07,1,0.9465
VEN0002,2023-06-12,Preferred Service Vendor 002,Standard,2,3452,2.61,1,0.9695
VEN0002,2023-06-19,Preferred Service Vendor 002,Standard,2,1915,1.89,0,1.0
VEN0002,2023-06-26,Preferred Service Vendor 002,Standard,2,3920,1.97,0,1.0
VEN0002,2023-07-03,Preferred Service Vendor 002,Standard,2,3739,1.08,0,1.0
VEN0002,2023-07-10,Preferred Service Vendor 002,Standard,2,3777,3.05,1,0.9475
VEN0002,2023-07-17,Preferred Service Vendor 002,Standard,2,2025,1.29,0,1.0
VEN0002,2023-07-24,Preferred Service Vendor 002,Standard,2,5090,1.07,0,1.0
VEN0002,2023-07-31,Preferred Service Vendor 002,Standard,2,5584,2.21,1,0.9895
VEN0002,2023-08-07,Preferred Service Vendor 002,Standard,2,4554,2.13,1,0.9935
VEN0002,2023-08-14,Preferred Service Vendor 002,Standard,2,5993,1.88,0,1.0
VEN0002,2023-08-21,Preferred Service Vendor 002,Standard,2,4843,2.11,1,0.9945
VEN0002,2023-08-28,Preferred Service Vendor 002,Standard,2,3579,2.96,1,0.952
VEN0002,2023-09-04,Preferred Service Vendor 002,Standard,2,3682,0.71,0,1.0
VEN0002,2023-09-11,Preferred Service Vendor 002,Standard,2,2951,4.89,1,0.8555
VEN0002,2023-09-18,Preferred Service Vendor 002,Standard,2,2648,2.1,1,0.995
VEN0002,2023-09-25,Preferred Service Vendor 002,Standard,2,6165,1.22,0,1.0
VEN0002,2023-10-02,Preferred Service Vendor 002,Standard,2,4360,4.08,1,0.896
VEN0002,2023-10-09,Preferred Service Vendor 002,Standard,2,3838,2.57,1,0.9715
VEN0002,2023-10-16,Preferred Service Vendor 002,Standard,2,2227,1.55,0,1.0
VEN0002,2023-10-23,Preferred Service Vendor 002,Standard,2,2376,1.68,0,1.0
VEN0002,2023-10-30,Preferred Service Vendor 002,Standard,2,3537,2.44,1,0.978
VEN0002,2023-11-06,Preferred Service Vendor 002,Standard,2,3600,2.77,1,0.9615
VEN0002,2023-11-13,Preferred Service Vendor 002,Standard,2,7148,2.74,1,0.963
VEN0002,2023-11-20,Preferred Service Vendor 002,Standard,2,2565,2.64,1,0.968
VEN0002,2023-11-27,Preferred Service Vendor 002,Standard,2,2896,3.12,1,0.944
VEN0002,2023-12-04,Preferred Service Vendor 002,Standard,2,3629,2.03,1,0.9985
VEN0002,2023-12-11,Preferred Service Vendor 002,Standard,2,4959,3.63,1,0.9185
VEN0002,2023-12-18,Preferred Service Vendor 002,Standard,2,3215,3.32,1,0.934
VEN0002,2023-12-25,Preferred Service Vendor 002,Standard,2,3559,2.47,1,0.9765
VEN0002,2024-01-01,Preferred Service Vendor 002,Standard,2,5009,1.26,0,1.0
VEN0002,2024-01-08,Preferred Service Vendor 002,Standard,2,4012,3.22,1,0.939
VEN0002,2024-01-15,Preferred Service Vendor 002,Standard,2,4211,1.27,0,1.0
VEN0002,2024-01-22,Preferred Service Vendor 002,Standard,2,4327,0.89,0,1.0
VEN0002,2024-01-29,Preferred Service Vendor 002,Standard,2,4225,1.64,0,1.0
VEN0002,2024-02-05,Preferred Service Vendor 002,Standard,2,3750,3.64,1,0.918
VEN0002,2024-02-12,Preferred Service Vendor 002,Standard,2,4453,2.2,1,0.99
VEN0002,2024-02-19,Preferred Service Vendor 002,Standard,2,4419,2.15,1,0.9925
VEN0002,2024-02-26,Preferred Service Vendor 002,Standard,2,3594,1.82,0,1.0
VEN0002,2024-03-04,Preferred Service Vendor 002,Standard,2,6370,2.9,1,0.955
VEN0002,2024-03-11,Preferred Service Vendor 002,Standard,2,5591,3.48,1,0.926
VEN0002,2024-03-18,Preferred Service Vendor 002,Standard,2,3757,1.89,0,1.0
VEN0002,2024-03-25,Preferred Service Vendor 002,Standard,2,4176,2.9,1,0.955
VEN0002,2024-04-01,Preferred Service Vendor 002,Standard,2,4090,4.18,1,0.891
VEN0002,2024-04-08,Preferred Service Vendor 002,Standard,2,3547,2.08,1,0.996
VEN0002,2024-04-15,Preferred Service Vendor 002,Standard,2,4229,4.25,1,0.8875
VEN0002,2024-04-22,Preferred Service Vendor 002,Standard,2,4122,2.38,1,0.981
VEN0002,2024-04-29,Preferred Service Vendor 002,Standard,2,4419,2.49,1,0.9755
VEN0002,2024-05-06,Preferred Service Vendor 002,Standard,2,3066,0.5,0,1.0
VEN0002,2024-05-13,Preferred Service Vendor 002,Standard,2,4283,0.5,0,1.0
VEN0002,2024-05-20,Preferred Service Vendor 002,Standard,2,3378,0.66,0,1.0
VEN0002,2024-05-27,Preferred Service Vendor 002,Standard,2,5213,2.15,1,0.9925
VEN0002,2024-06-03,Preferred Service Vendor 002,Standard,2,4168,2.71,1,0.9645
VEN0002,2024-06-10,Preferred Service Vendor 002,Standard,2,4008,0.77,0,1.0
VEN0002,2024-06-17,Preferred Service Vendor 002,Standard,2,5427,3.2,1,0.94
VEN0002,2024-06-24,Preferred Service Vendor 002,Standard,2,5483,2.83,1,0.9585
VEN0002,2024-07-01,Preferred Service Vendor 002,Standard,2,3203,2.08,1,0.996
VEN0002,2024-07-08,Preferred Service Vendor 002,Standard,2,6107,2.37,1,0.9815
VEN0002,2024-07-15,Preferred Service Vendor 002,Standard,2,5192,3.03,1,0.9485
VEN0002,2024-07-22,Preferred Service Vendor 002,Standard,2,3026,3.25,1,0.9375
VEN0002,2024-07-29,Preferred Service Vendor 002,Standard,2,5208,3.49,1,0.9255
VEN0002,2024-08-05,Preferred Service Vendor 002,Standard,2,3447,2.73,1,0.9635
VEN0002,2024-08-12,Preferred Service Vendor 002,Standard,2,2755,2.93,1,0.9535
VEN0002,2024-08-19,Preferred Service Vendor 002,Standard,2,3531,3.22,1,0.939
VEN0002,2024-08-26,Preferred Service Vendor 002,Standard,2,1518,1.59,0,1.0
VEN0002,2024-09-02,Preferred Service Vendor 002,Standard,2,6277,2.42,1,0.979
VEN0002,2024-09-09,Preferred Service Vendor 002,Standard,2,4747,1.84,0,1.0
VEN0002,2024-09-16,Preferred Service Vendor 002,Standard,2,6236,2.11,1,0.9945
VEN0002,2024-09-23,Preferred Service Vendor 002,Standard,2,3680,1.29,0,1.0
VEN0002,2024-09-30,Preferred Service Vendor 002,Standard,2,3543,2.72,1,0.964
VEN0002,2024-10-07,Preferred Service Vendor 002,Standard,2,3220,1.55,0,1.0
VEN0002,2024-10-14,Preferred Service Vendor 002,Standard,2,5375,2.0,0,1.0
VEN0002,2024-10-21,Preferred Service Vendor 002,Standard,2,3958,4.43,1,0.8785
VEN0002,2024-10-28,Preferred Service Vendor 002,Standard,2,3713,2.52,1,0.974
VEN0002,2024-11-04,Preferred Service Vendor 002,Standard,2,2561,2.56,1,0.972
VEN0002,2024-11-11,Preferred Service Vendor 002,Standard,2,5265,0.5,0,1.0
VEN0002,2024-11-18,Preferred Service Vendor 002,Standard,2,2472,0.53,0,1.0
VEN0002,2024-11-25,Preferred Service Vendor 002,Standard,2,3058,3.38,1,0.931
VEN0002,2024-12-02,Preferred Service Vendor 002,Standard,2,5408,1.81,0,1.0
VEN0002,2024-12-09,Preferred Service Vendor 002,Standard,2,3765,2.08,1,0.996
VEN0002,2024-12-16,Preferred Service Vendor 002,Standard,2,3927,3.53,1,0.9235
VEN0002,2024-12-23,Preferred Service Vendor 002,Standard,2,3020,3.22,1,0.939
VEN0002,2024-12-30,Preferred Service Vendor 002,Standard,2,3549,2.31,1,0.9845
VEN0003,2023-01-02,Preferred Service Vendor 003,Standard,12,4376,15.82,1,0.809
VEN0003,2023-01-09,Preferred Service Vendor 003,Standard,12,4231,9.5,0,1.0
VEN0003,2023-01-16,Preferred Service Vendor 003,Standard,12,4791,19.98,1,0.601
VEN0003,2023-01-23,Preferred Service Vendor 003,Standard,12,3103,15.93,1,0.8035
VEN0003,2023-01-30,Preferred Service Vendor 003,Standard,12,6405,8.88,0,1.0
VEN0003,2023-02-06,Preferred Service Vendor 003,Standard,12,3616,13.57,1,0.9215
VEN0003,2023-02-13,Preferred Service Vendor 003,Standard,12,2541,17.01,1,0.7495
VEN0003,2023-02-20,Preferred Service Vendor 003,Standard,12,5135,16.37,1,0.7815
VEN0003,2023-02-27,Preferred Service Vendor 003,Standard,12,4570,16.18,1,0.791
VEN0003,2023-03-06,Preferred Service Vendor 003,Standard,12,5903,15.31,1,0.8345
VEN0003,2023-03-13,Preferred Service Vendor 003,Standard,12,3215,18.88,1,0.656
VEN0003,2023-03-20,Preferred Service Vendor 003,Standard,12,1949,17.88,1,0.706
VEN0003,2023-03-27,Preferred Service Vendor 003,Standard,12,2105,12.45,1,0.9775
VEN0003,2023-04-03,Preferred Service Vendor 003,Standard,12,3609,7.84,0,1.0
VEN0003,2023-04-10,Preferred Service Vendor 003,Standard,12,3270,10.23,0,1.0
VEN0003,2023-04-17,Preferred Service Vendor 003,Standard,12,5867,7.21,0,1.0
VEN0003,2023-04-24,Preferred Service Vendor 003,Standard,12,4277,17.08,1,0.746
VEN0003,2023-05-01,Preferred Service Vendor 003,Standard,12,2092,16.77,1,0.7615
VEN0003,2023-05-08,Preferred Service Vendor 003,Standard,12,5244,17.25,1,0.7375
VEN0003,2023-05-15,Preferred Service Vendor 003,Standard,12,2543,15.94,1,0.803
VEN0003,2023-05-22,Preferred Service Vendor 003,Standard,12,3663,13.49,1,0.9255
VEN0003,2023-05-29,Preferred Service Vendor 003,Standard,12,3450,13.23,1,0.9385
VEN0003,2023-06-05,Preferred Service Vendor 003,Standard,12,2314,17.79,1,0.7105
VEN0003,2023-06-12,Preferred Service Vendor 003,Standard,12,6011,15.72,1,0.814
VEN0003,2023-06-19,Preferred Service Vendor 003,Standard,12,3269,15.46,1,0.827
VEN0003,2023-06-26,Preferred Service Vendor 003,Standard,12,4413,19.36,1,0.632
VEN0003,2023-07-03,Preferred Service Vendor 003,Standard,12,4170,13.39,1,0.9305
VEN0003,2023-07-10,Preferred Service Vendor 003,Standard,12,6374,12.1,1,0.995
VEN0003,2023-07-17,Preferred Service Vendor 003,Standard,12,3845,8.99,0,1.0
VEN0003,2023-07-24,Preferred Service Vendor 003,Standard,12,4893,8.57,0,1.0
VEN0003,2023-07-31,Preferred Service Vendor 003,Standard,12,5122,8.47,0,1.0
VEN0003,2023-08-07,Preferred Service Vendor 003,Standard,12,5439,16.22,1,0.789
VEN0003,2023-08-14,Preferred Service Vendor 003,Standard,12,2612,14.34,1,0.883
VEN0003,2023-08-21,Preferred Service Vendor 003,Standard,12,1620,8.28,0,1.0
VEN0003,2023-08-28,Preferred Service Vendor 003,Standard,12,2947,11.6,0,1.0
VEN0003,2023-09-04,Preferred Service Vendor 003,Standard,12,4843,18.72,1,0.664
VEN0003,2023-09-11,Preferred Service Vendor 003,Standard,12,8764,17.94,1,0.703
VEN0003,2023-09-18,Preferred Service Vendor 003,Standard,12,4891,8.56,0,1.0
VEN0003,2023-09-25,Preferred Service Vendor 003,Standard,12,4105,14.18,1,0.891
VEN0003,2023-10-02,Preferred Service Vendor 003,Standard,12,6262,15.09,1,0.8455
VEN0003,2023-10-09,Preferred Service Vendor 003,Standard,12,3895,11.17,0,1.0
VEN0003,2023-10-16,Preferred Service Vendor 003,Standard,12,4730,9.33,0,1.0
VEN0003,2023-10-23,Preferred Service Vendor 003,Standard,12,4205,9.88,0,1.0
VEN0003,2023-10-30,Preferred Service Vendor 003,Standard,12,3366,10.53,0,1.0
VEN0003,2023-11-06,Preferred Service Vendor 003,Standard,12,4406,12.54,1,0.973
VEN0003,2023-11-13,Preferred Service Vendor 003,Standard,12,4623,14.83,1,0.8585
VEN0003,2023-11-20,Preferred Service Vendor 003,Standard,12,5207,11.79,0,1.0
VEN0003,2023-11-27,Preferred Service Vendor 003,Standard,12,3591,14.3,1,0.885
VEN0003,2023-12-04,Preferred Service Vendor 003,Standard,12,5739,12.28,1,0.986
VEN0003,2023-12-11,Preferred Service Vendor 003,Standard,12,4596,19.43,1,0.6285
VEN0003,2023-12-18,Preferred Service Vendor 003,Standard,12,3409,10.36,0,1.0
VEN0003,2023-12-25,Preferred Service Vendor 003,Standard,12,3316,7.85,0,1.0
VEN0003,2024-01-01,Preferred Service Vendor 003,Standard,12,4977,7.86,0,1.0
VEN0003,2024-01-08,Preferred Service Vendor 003,Standard,12,3874,14.1,1,0.895
VEN0003,2024-01-15,Preferred Service Vendor 003,Standard,12,4474,8.33,0,1.0
VEN0003,2024-01-22,Preferred Service Vendor 003,Standard,12,6238,13.61,1,0.9195
VEN0003,2024-01-29,Preferred Service Vendor 003,Standard,12,5878,7.93,0,1.0
VEN0003,2024-02-05,Preferred Service Vendor 003,Standard,12,1890,9.47,0,1.0
VEN0003,2024-02-12,Preferred Service Vendor 003,Standard,12,4577,12.6,1,0.97
VEN0003,2024-02-19,Preferred Service Vendor 003,Standard,12,3610,9.75,0,1.0
VEN0003,2024-02-26,Preferred Service Vendor 003,Standard,12,3410,16.69,1,0.7655
VEN0003,2024-03-04,Preferred Service Vendor 003,Standard,12,2714,13.75,1,0.9125
VEN0003,2024-03-11,Preferred Service Vendor 003,Standard,12,4368,12.39,1,0.9805
VEN0003,2024-03-18,Preferred Service Vendor 003,Standard,12,3262,13.43,1,0.9285
VEN0003,2024-03-25,Preferred Service Vendor 003,Standard,12,3388,15.9,1,0.805
VEN0003,2024-04-01,Preferred Service Vendor 003,Standard,12,3897,18.36,1,0.682
VEN0003,2024-04-08,Preferred Service Vendor 003,Standard,12,5968,15.22,1,0.839
VEN0003,2024-04-15,Preferred Service Vendor 003,Standard,12,4045,13.57,1,0.9215
VEN0003,2024-04-22,Preferred Service Vendor 003,Standard,12,4012,10.73,0,1.0
VEN0003,2024-04-29,Preferred Service Vendor 003,Standard,12,4254,10.36,0,1.0
VEN0003,2024-05-06,Preferred Service Vendor 003,Standard,12,4694,17.56,1,0.722
VEN0003,2024-05-13,Preferred Service Vendor 003,Standard,12,3377,10.89,0,1.0
VEN0003,2024-05-20,Preferred Service Vendor 003,Standard,12,5018,16.1,1,0.795
VEN0003,2024-05-27,Preferred Service Vendor 003,Standard,12,4134,13.39,1,0.9305
VEN0003,2024-06-03,Preferred Service Vendor 003,Standard,12,5202,14.49,1,0.8755
VEN0003,2024-06-10,Preferred Service Vendor 003,Standard,12,4220,13.72,1,0.914
VEN0003,2024-06-17,Preferred Service Vendor 003,Standard,12,4781,18.2,1,0.69
VEN0003,2024-06-24,Preferred Service Vendor 003,Standard,12,3693,9.76,0,1.0
VEN0003,2024-07-01,Preferred Service Vendor 003,Standard,12,3427,10.16,0,1.0
VEN0003,2024-07-08,Preferred Service Vendor 003,Standard,12,3359,17.54,1,0.723
VEN0003,2024-07-15,Preferred Service Vendor 003,Standard,12,4316,11.2,0,1.0
VEN0003,2024-07-22,Preferred Service Vendor 003,Standard,12,3216,15.13,1,0.8435
VEN0003,2024-07-29,Preferred Service Vendor 003,Standard,12,4517,16.92,1,0.754
VEN0003,2024-08-05,Preferred Service Vendor 003,Standard,12,4337,12.7,1,0.965
VEN0003,2024-08-12,Preferred Service Vendor 003,Standard,12,3425,14.96,1,0.852
VEN0003,2024-08-19,Preferred Service Vendor 003,Standard,12,4386,12.55,1,0.9725
VEN0003,2024-08-26,Preferred Service Vendor 003,Standard,12,2479,14.21,1,0.8895
VEN0003,2024-09-02,Preferred Service Vendor 003,Standard,12,4257,8.45,0,1.0
VEN0003,2024-09-09,Preferred Service Vendor 003,Standard,12,8017,12.93,1,0.9535
VEN0003,2024-09-16,Preferred Service Vendor 003,Standard,12,2963,13.39,1,0.9305
VEN0003,2024-09-23,Preferred Service Vendor 003,Standard,12,3054,16.52,1,0.774
VEN0003,2024-09-30,Preferred Service Vendor 003,Standard,12,3986,9.27,0,1.0
VEN0003,2024-10-07,Preferred Service Vendor 003,Standard,12,3163,8.02,0,1.0
VEN0003,2024-10-14,Preferred Service Vendor 003,Standard,12,4924,7.01,0,1.0
