consultant_id,week_start_date,consultant_name,vertical_id,vertical_name,requests_handled,capacity_utilization_pct,profitability_pct,revenue,profit,cost
CONT002,2023-07-03,Global Advisor 002,V05,APAC,3346,0.6994,0.1033,329198.69,34006.22,295192.47
CONT002,2023-07-10,Global Advisor 002,V05,APAC,2229,0.8599,0.1147,177130.29,20316.84,156813.45
CONT002,2023-07-17,Global Advisor 002,V05,APAC,2157,0.8062,0.1166,212938.56,24828.64,188109.92
CONT002,2023-07-24,Global Advisor 002,V05,APAC,1889,0.9355,0.1098,135377.76,14864.48,120513.28
CONT002,2023-07-31,Global Advisor 002,V05,APAC,1623,0.8613,0.1009,201201.12,20301.19,180899.93
CONT002,2023-08-07,Global Advisor 002,V05,APAC,2192,0.7704,0.107,168397.04,18018.48,150378.56
CONT002,2023-08-14,Global Advisor 002,V05,APAC,2428,0.637,0.1116,222772.32,24861.39,197910.93
CONT002,2023-08-21,Global Advisor 002,V05,APAC,1965,0.6747,0.0965,265144.14,25586.41,239557.73
CONT002,2023-08-28,Global Advisor 002,V05,APAC,1833,0.7734,0.1059,243759.02,25814.08,217944.94
CONT002,2023-09-04,Global Advisor 002,V05,APAC,2619,0.7189,0.1093,263701.24,28822.55,234878.69
CONT002,2023-09-11,Global Advisor 002,V05,APAC,2375,0.7275,0.1083,166512.48,18033.3,148479.18
CONT002,2023-09-18,Global Advisor 002,V05,APAC,2241,0.8649,0.1229,277113.79,34057.28,243056.51
CONT002,2023-09-25,Global Advisor 002,V05,APAC,2249,0.8445,0.101,297713.16,30069.03,267644.13
CONT002,2023-10-02,Global Advisor 002,V05,APAC,1580,0.7044,0.1147,204059.52,23405.63,180653.89
CONT002,2023-10-09,Global Advisor 002,V05,APAC,2662,0.7927,0.1113,270696.36,30128.5,240567.86
CONT002,2023-10-16,Global Advisor 002,V05,APAC,1631,0.8094,0.0981,206853.34,20292.31,186561.03
CONT002,2023-10-23,Global Advisor 002,V05,APAC,3066,0.9727,0.1092,383494.38,41877.59,341616.79
CONT002,2023-10-30,Global Advisor 002,V05,APAC,2429,0.6804,0.116,283743.26,32914.22,250829.04
CONT002,2023-11-06,Global Advisor 002,V05,APAC,2335,0.8452,0.1181,314199.85,37107.0,277092.85
CONT002,2023-11-13,Global Advisor 002,V05,APAC,1497,0.5682,0.1195,178841.85,21371.6,157470.25
CONT002,2023-11-20,Global Advisor 002,V05,APAC,1764,0.624,0.1098,200096.6,21970.61,178125.99
CONT002,2023-11-27,Global Advisor 002,V05,APAC,2184,0.757,0.0974,180526.51,17583.28,162943.23
CONT002,2023-12-04,Global Advisor 002,V05,APAC,2709,0.8445,0.1314,353692.78,46475.23,307217.55
CONT002,2023-12-11,Global Advisor 002,V05,APAC,1861,0.6365,0.119,221593.73,26369.65,195224.08
CONT002,2023-12-18,Global Advisor 002,V05,APAC,917,0.7149,0.1095,120814.49,13229.19,107585.3
CONT002,2023-12-25,Global Advisor 002,V05,APAC,1089,0.99,0.1081,143708.13,15534.85,128173.28
CONT002,2024-01-01,Global Advisor 002,V05,APAC,2313,0.6828,0.0857,179901.48,15417.56,164483.92
CONT002,2024-01-08,Global Advisor 002,V05,APAC,1762,0.7721,0.1106,133193.92,14731.25,118462.67
CONT002,2024-01-15,Global Advisor 002,V05,APAC,2811,0.6834,0.1124,201127.32,22606.71,178520.61
CONT002,2024-01-22,Global Advisor 002,V05,APAC,2517,0.99,0.1065,271015.78,28863.18,242152.6
CONT002,2024-01-29,Global Advisor 002,V05,APAC,2017,0.8243,0.1055,166792.11,17596.57,149195.54
CONT002,2024-02-05,Global Advisor 002,V05,APAC,2481,0.7022,0.1125,323089.5,36347.57,286741.93
CONT002,2024-02-12,Global Advisor 002,V05,APAC,1896,0.6759,0.1481,140381.26,20790.46,119590.8
CONT002,2024-02-19,Global Advisor 002,V05,APAC,2965,0.9062,0.1332,379897.75,50602.38,329295.37
CONT002,2024-02-26,Global Advisor 002,V05,APAC,2700,0.7248,0.0975,321717.23,31367.43,290349.8
CONT002,2024-03-04,Global Advisor 002,V05,APAC,2629,0.7495,0.1223,297799.89,36420.93,261378.96
CONT002,2024-03-11,Global Advisor 002,V05,APAC,2194,0.9361,0.1073,201110.52,21579.16,179531.36
CONT002,2024-03-18,Global Advisor 002,V05,APAC,2020,0.6927,0.115,200605.98,23069.69,177536.29
CONT002,2024-03-25,Global Advisor 002,V05,APAC,1651,0.8384,0.133,140279.45,18657.17,121622.28
CONT002,2024-04-01,Global Advisor 002,V05,APAC,2815,0.587,0.0957,212873.25,20371.97,192501.28
CONT002,2024-04-08,Global Advisor 002,V05,APAC,2413,0.7058,0.1029,230932.23,23762.93,207169.3
CONT002,2024-04-15,Global Advisor 002,V05,APAC,2228,0.8403,0.133,300261.13,39934.73,260326.4
CONT002,2024-04-22,Global Advisor 002,V05,APAC,1941,0.99,0.1239,138770.62,17193.68,121576.94
CONT002,2024-04-29,Global Advisor 002,V05,APAC,2508,0.6336,0.1142,228363.74,26079.14,202284.6
CONT002,2024-05-06,Global Advisor 002,V05,APAC,1995,0.9375,0.1158,146654.32,16982.57,129671.75
CONT002,2024-05-13,Global Advisor 002,V05,APAC,2733,0.6739,0.1199,351945.47,42198.26,309747.21
CONT002,2024-05-20,Global Advisor 002,V05,APAC,2659,0.795,0.1095,193110.3,21145.58,171964.72
CONT002,2024-05-27,Global Advisor 002,V05,APAC,2532,0.6251,0.1142,290258.69,33147.54,257111.15
CONT002,2024-06-03,Global Advisor 002,V05,APAC,2482,0.8146,0.1099,307734.56,33820.03,273914.53
CONT002,2024-06-10,Global Advisor 002,V05,APAC,1914,0.8066,0.1134,167251.31,18966.3,148285.01
CONT002,2024-06-17,Global Advisor 002,V05,APAC,2168,0.7874,0.1061,206165.39,21874.15,184291.24
CONT002,2024-06-24,Global Advisor 002,V05,APAC,1617,0.8225,0.103,200665.81,20668.58,179997.23
CONT002,2024-07-01,Global Advisor 002,V05,APAC,2127,0.7536,0.0902,207532.44,18719.43,188813.01
CONT002,2024-07-08,Global Advisor 002,V05,APAC,2198,0.99,0.1206,254481.33,30690.45,223790.88
CONT002,2024-07-15,Global Advisor 002,V05,APAC,1672,0.7952,0.1193,182382.9,21758.28,160624.62
CONT002,2024-07-22,Global Advisor 002,V05,APAC,2246,0.7209,0.1276,196046.3,25015.51,171030.79
CONT002,2024-07-29,Global Advisor 002,V05,APAC,2518,0.8747,0.0994,256487.05,25494.81,230992.24
CONT002,2024-08-05,Global Advisor 002,V05,APAC,2347,0.9749,0.1136,242396.28,27536.22,214860.06
CONT002,2024-08-12,Global Advisor 002,V05,APAC,2522,0.7325,0.1096,302546.95,33159.15,269387.8
CONT002,2024-08-19,Global Advisor 002,V05,APAC,1892,0.9614,0.113,203674.65,23015.24,180659.41
CONT002,2024-08-26,Global Advisor 002,V05,APAC,1169,0.7029,0.0889,109189.01,9706.9,99482.11
CONT002,2024-09-02,Global Advisor 002,V05,APAC,2304,0.9664,0.101,227609.01,22988.51,204620.5
CONT002,2024-09-09,Global Advisor 002,V05,APAC,2237,0.7102,0.1167,258227.01,30135.09,228091.92
CONT002,2024-09-16,Global Advisor 002,V05,APAC,2450,0.9228,0.1225,328513.52,40242.91,288270.61
CONT002,2024-09-23,Global Advisor 002,V05,APAC,1558,0.6573,0.0914,112031.21,10239.65,101791.56
CONT002,2024-09-30,Global Advisor 002,V05,APAC,2475,0.8257,0.1212,318897.47,38650.37,280247.1
CONT002,2024-10-07,Global Advisor 002,V05,APAC,1413,0.6321,0.0987,172290.81,17005.1,155285.71
CONT002,2024-10-14,Global Advisor 002,V05,APAC,1685,0.7963,0.1397,209635.96,29286.14,180349.82
CONT002,2024-10-21,Global Advisor 002,V05,APAC,2113,0.6889,0.0902,228650.99,20624.32,208026.67
CONT002,2024-10-28,Global Advisor 002,V05,APAC,2488,0.736,0.1087,225354.28,24496.01,200858.27
CONT002,2024-11-04,Global Advisor 002,V05,APAC,2025,0.6803,0.1178,185404.37,21840.63,163563.74
CONT002,2024-11-11,Global Advisor 002,V05,APAC,2149,0.8609,0.1031,185769.6,19152.85,166616.75
CONT002,2024-11-18,Global Advisor 002,V05,APAC,1570,0.9621,0.1314,144642.24,19005.99,125636.25
CONT002,2024-11-25,Global Advisor 002,V05,APAC,2396,0.7401,0.0924,182228.93,16837.95,165390.98
CONT002,2024-12-02,Global Advisor 002,V05,APAC,2463,0.8177,0.1106,251937.08,27864.24,224072.84
CONT002,2024-12-09,Global Advisor 002,V05,APAC,3028,0.7459,0.1235,279889.29,34566.33,245322.96
CONT002,2024-12-16,Global Advisor 002,V05,APAC,2608,0.8606,0.1206,197976.35,23875.95,174100.4
CONT002,2024-12-23,Global Advisor 002,V05,APAC,2648,0.83,0.1177,287655.85,33857.09,253798.76
CONT002,2024-12-30,Global Advisor 002,V05,APAC,1592,0.7893,0.1109,154523.38,17136.64,137386.74
CONT003,2023-01-02,Global Advisor 003,V06,India,2581,0.797,0.079,249776.84,19732.37,230044.47
CONT003,2023-01-09,Global Advisor 003,V06,India,1831,0.7573,0.0611,161369.94,9859.7,151510.24
CONT003,2023-01-16,Global Advisor 003,V06,India,2506,0.638,0.0796,319584.38,25438.92,294145.46
CONT003,2023-01-23,Global Advisor 003,V06,India,1860,0.8725,0.0918,189317.05,17379.31,171937.74
CONT003,2023-01-30,Global Advisor 003,V06,India,1610,0.8578,0.073,176562.18,12889.04,163673.14
CONT003,2023-02-06,Global Advisor 003,V06,India,1957,0.94,0.0799,170646.45,13634.65,157011.8
CONT003,2023-02-13,Global Advisor 003,V06,India,2230,0.8207,0.0928,230474.49,21388.03,209086.46
CONT003,2023-02-20,Global Advisor 003,V06,India,2736,0.7396,0.0662,359877.92,23823.92,336054.0
CONT003,2023-02-27,Global Advisor 003,V06,India,1320,0.8095,0.0892,156341.17,13945.63,142395.54
CONT003,2023-03-06,Global Advisor 003,V06,India,1733,0.5869,0.0735,123710.22,9092.7,114617.52
CONT003,2023-03-13,Global Advisor 003,V06,India,2285,0.7599,0.07,296532.24,20757.26,275774.98
CONT003,2023-03-20,Global Advisor 003,V06,India,2247,0.8892,0.0657,189055.0,12420.91,176634.09
CONT003,2023-03-27,Global Advisor 003,V06,India,1773,0.99,0.0772,160324.13,12377.02,147947.11
CONT003,2023-04-03,Global Advisor 003,V06,India,3214,0.45,0.0841,299638.79,25199.62,274439.17
CONT003,2023-04-10,Global Advisor 003,V06,India,2293,0.6777,0.0715,273055.96,19523.5,253532.46
CONT003,2023-04-17,Global Advisor 003,V06,India,3279,0.6317,0.0577,370089.68,21354.17,348735.51
CONT003,2023-04-24,Global Advisor 003,V06,India,2299,0.99,0.0823,281935.02,23203.25,258731.77
CONT003,2023-05-01,Global Advisor 003,V06,India,3359,0.7673,0.0793,265697.28,21069.79,244627.49
CONT003,2023-05-08,Global Advisor 003,V06,India,3050,0.7683,0.0556,216101.31,12015.23,204086.08
CONT003,2023-05-15,Global Advisor 003,V06,India,2147,0.7742,0.07,233465.68,16342.6,217123.08
CONT003,2023-05-22,Global Advisor 003,V06,India,2417,0.7493,0.0973,212501.21,20676.37,191824.84
CONT003,2023-05-29,Global Advisor 003,V06,India,2494,0.6772,0.0877,288097.79,25266.18,262831.61
CONT003,2023-06-05,Global Advisor 003,V06,India,2274,0.8378,0.0833,273475.41,22780.5,250694.91
CONT003,2023-06-12,Global Advisor 003,V06,India,1608,0.7505,0.0803,184146.17,14786.94,169359.23
CONT003,2023-06-19,Global Advisor 003,V06,India,3335,0.8729,0.0819,335131.47,27447.27,307684.2
CONT003,2023-06-26,Global Advisor 003,V06,India,1724,0.7612,0.0721,150730.42,10867.66,139862.76
CONT003,2023-07-03,Global Advisor 003,V06,India,2286,0.8466,0.0909,302929.32,27536.28,275393.04
CONT003,2023-07-10,Global Advisor 003,V06,India,2187,0.8664,0.0687,160291.95,11012.06,149279.89
CONT003,2023-07-17,Global Advisor 003,V06,India,774,0.6622,0.0845,54516.13,4606.61,49909.52
CONT003,2023-07-24,Global Advisor 003,V06,India,1760,0.7688,0.071,155243.09,11022.26,144220.83
CONT003,2023-07-31,Global Advisor 003,V06,India,2455,0.7202,0.0729,194603.91,14186.63,180417.28
CONT003,2023-08-07,Global Advisor 003,V06,India,1834,0.8925,0.0702,209787.93,14727.11,195060.82
CONT003,2023-08-14,Global Advisor 003,V06,India,1714,0.5485,0.0771,157295.31,12127.47,145167.84
CONT003,2023-08-21,Global Advisor 003,V06,India,1028,0.6924,0.0905,113315.93,10255.09,103060.84
CONT003,2023-08-28,Global Advisor 003,V06,India,2148,0.8751,0.0812,182643.33,14830.64,167812.69
CONT003,2023-09-04,Global Advisor 003,V06,India,2239,0.712,0.0899,250336.59,22505.26,227831.33
CONT003,2023-09-11,Global Advisor 003,V06,India,2454,0.7304,0.0572,282149.8,16138.97,266010.83
CONT003,2023-09-18,Global Advisor 003,V06,India,1964,0.8439,0.0856,199236.9,17054.68,182182.22
CONT003,2023-09-25,Global Advisor 003,V06,India,1627,0.5201,0.0678,115344.82,7820.38,107524.44
CONT003,2023-10-02,Global Advisor 003,V06,India,1910,0.5182,0.0677,146206.52,9898.18,136308.34
